股票代码,股票名称,建议买入价,动量分,20日收益%,60日收益%,MA20斜率%,距20日高点%
301127,武汉天源,18.21,25.2,22.38,41.8,12.35,-10.38
300649,杭州园林,29.25,23.29,40.96,10.59,12.42,-0.81
