code,buy_date,sell_date,buy_price,sell_price,qty,return_pct,exit_reason
601328,2026-06-05,2026-06-08,6.578,6.685,600,1.62,take_band
601988,2026-06-05,2026-06-08,5.799,6.017,700,3.76,take_band
600036,2026-06-05,2026-06-08,37.197,37.433,100,0.63,trend_break
601818,2026-06-05,2026-06-08,3.023,3.047,1500,0.79,trend_break
601658,2026-06-05,2026-06-08,4.85,4.88,900,0.62,trend_break
600018,2026-06-05,2026-06-08,4.86,4.78,1100,-1.64,trend_break
601169,2026-06-05,2026-06-08,4.807,4.837,1100,0.63,trend_break
600600,2026-06-05,2026-06-08,57.608,57.732,100,0.22,trend_break
601607,2026-06-05,2026-06-08,15.676,15.564,300,-0.71,trend_break
600332,2026-06-05,2026-06-08,20.581,20.39,200,-0.93,trend_break
000001,2026-06-05,2026-06-10,10.48,10.949,100,4.47,take_partial
000001,2026-06-05,2026-06-10,10.48,10.949,400,4.47,take_band
600900,2026-06-05,2026-06-11,26.967,27.083,100,0.43,take_band
601916,2026-06-05,2026-06-17,2.932,2.906,1500,-0.88,max_hold
