股票代码,股票名称,综合分
600755,厦门国贸,76.96
600201,生物股份,76.8
000166,申万宏源,76.67
600007,中国国贸,76.56
600572,康恩贝,76.32
600557,康缘药业,76.21
600309,万华化学,76.2
603566,普莱柯,76.2
301251,威尔高,76.13
603367,辰欣药业,75.99
002191,劲嘉股份,75.97
002338,奥普光电,75.56
605507,国邦医药,75.07
600062,华润双鹤,75.0
688800,瑞可达,74.97
601089,福元医药,74.89
301363,美好医疗,74.73
603776,永安行,74.71
002399,海普瑞,74.66
000651,格力电器,74.59
600406,国电南瑞,74.45
002266,浙富控股,74.34
688759,必贝特,74.12
603398,*ST沐邦,74.04
300171,东富龙,73.98
600521,华海药业,73.9
002370,亚太药业,73.86
002521,齐峰新材,73.66
300277,汽轮科技,73.56
000415,渤海租赁,73.54
002673,西部证券,73.42
000989,九芝堂,73.27
002345,潮宏基,72.95
600998,九州通,72.93
300314,戴维医疗,72.9
601990,南京证券,72.85
601236,红塔证券,72.84
605128,上海沿浦,72.78
600481,双良节能,72.76
002762,金发拉比,72.61
