股票代码,股票名称,综合分
600598,北大荒,100.0
002554,惠博普,100.0
300290,ST荣科,97.78
002371,北方华创,92.04
002054,德美化工,91.63
002853,皮阿诺,91.4
300191,潜能恒信,90.91
301502,华阳智能,90.7
600566,济川药业,90.54
301155,海力风电,90.49
002535,林州重机,89.97
301168,通灵股份,89.42
603848,好太太,89.03
000429,粤高速Ａ,88.46
301215,中汽股份,87.9
600983,惠而浦,87.75
300164,通源石油,87.49
688658,悦康药业,87.46
002289,宇顺电子,87.28
300651,金陵体育,87.26
603381,永臻股份,87.21
600350,山东高速,87.13
603400,华之杰,86.19
300553,集智股份,86.07
301439,泓淋电力,85.84
001258,立新能源,85.75
001382,新亚电缆,85.54
300039,上海凯宝,85.46
300106,西部牧业,85.0
000543,皖能电力,84.94
600536,中国软件,84.78
002166,莱茵生物,84.69
600540,新赛股份,84.46
300291,百纳千成,84.12
603202,天有为,83.5
000626,远大控股,83.44
605180,华生科技,83.44
605099,共创草坪,83.28
002616,长青集团,82.91
300182,捷成股份,82.66
