股票代码,股票名称,综合分
600229,城市传媒,81.09
600285,羚锐制药,80.96
603817,海峡环保,80.8
000631,顺发恒能,80.78
601985,中国核电,80.57
002607,中公教育,80.37
601366,利群股份,80.36
600303,曙光股份,79.99
002102,ST能特,79.87
002397,梦洁股份,79.54
000868,安凯客车,79.33
000820,*ST节能,79.24
600928,西安银行,79.23
002127,南极电商,78.94
600300,维维股份,78.62
603385,惠达卫浴,78.42
601963,重庆银行,78.23
601166,兴业银行,78.12
603825,ST华扬,78.0
300067,安诺其,77.6
000931,中 关 村,77.44
605266,健之佳,77.42
002561,徐家汇,77.28
603323,苏农银行,77.18
603316,诚邦股份,77.09
600916,中国黄金,76.87
002612,朗姿股份,76.83
603883,老百姓,76.68
601528,瑞丰银行,76.27
603363,傲农生物,76.24
603711,香飘飘,76.1
600719,大连热电,76.01
600609,金杯汽车,75.91
603050,科林电气,75.34
600886,国投电力,75.18
601999,出版传媒,75.06
301206,三元生物,74.65
000055,方大集团,74.54
002638,勤上股份,74.5
600883,博闻科技,74.45
