板块,提及次数,正向词命中,负向词命中,中性词命中,宏观词命中,舆论分,热度分,较上一期热度变化
人工智能,2,10,0,12,8,10.8,14.8,+10.8
消费,2,7,0,1,7,7.0,11.0,+3.2
航空机场,5,0,0,0,3,0.0,10.0,NEW
教育,2,4,0,19,5,4.8,8.8,NEW
计算机,1,6,0,1,4,6.0,8.0,NEW
传媒,1,4,0,11,4,4.8,6.8,NEW
一带一路,1,0,0,0,1,0.0,2.0,NEW
