股票代码,股票名称,建议买入价,动量分,20日收益%,60日收益%,MA20斜率%,距20日高点%
003032,传智教育,10.66,64.42,105.39,47.44,10.11,0.0
300795,米奥会展,15.58,63.42,87.71,47.96,29.82,-5.23
688758,赛分科技,26.39,25.85,25.55,35.47,16.64,-7.69
000739,普洛药业,22.12,24.41,22.68,32.38,18.73,0.0
688046,药康生物,26.62,20.74,15.54,26.94,21.48,-14.13
601700,风范股份,5.92,19.6,31.56,4.04,2.54,0.0
002659,凯文教育,5.07,19.53,33.07,2.01,2.34,0.0
002793,罗欣药业,5.12,8.89,9.17,3.02,14.38,-2.1
