股票代码,股票名称,命中策略数,来源策略,综合评分,权重,建议买入价,建议仓位%,建议金额,最新价,止损价(下轨),止盈价(上轨),MA20,stop_pct,因子分
000572,海马汽车,1,CCTV,44.1,16.4,9.04,5.0,5424.0,9.04,7.7208785132757995,11.257121486724202,9.489,0.12,15.0
601857,中国石油,1,Theme,43.2,16.4,9.48,5.0,5688.0,9.48,9.24824822522847,9.846751774771528,9.5475,0.04,15.0
000807,云铝股份,1,Boll,42.1,16.4,22.45,5.0,6735.0,24.35,22.44934702691868,25.820652973081323,24.135,0.0846,14.9
601939,建设银行,1,Theme,41.0,16.4,9.27,5.0,5562.0,9.27,8.957181316791626,9.436818683208372,9.197,0.04,12.2
601600,中国铝业,1,Boll,40.0,16.4,9.83,5.0,5898.0,10.51,9.829574763533781,11.765425236466218,10.7975,0.0953,15.0
600754,锦江酒店,1,Boll,39.6,16.4,22.44,5.0,6732.0,24.79,22.443710389235576,26.55228961076442,24.497999999999998,0.0719,10.8
001286,陕西能源,1,Boll,38.8,16.4,9.32,5.0,5592.0,9.6,8.823914187282018,10.007085812717982,9.4155,0.04,10.8
000534,万泽股份,1,Boll,32.3,16.4,18.48,3.2,3696.0,20.53,18.482291912969878,23.00370808703012,20.743,0.1068,15.0
603999,读者传媒,1,CCTV,32.3,16.4,7.88,3.2,3940.0,7.88,6.5786601122907,7.3653398877092995,6.9719999999999995,0.0671,15.0
002905,金逸影视,1,CCTV,31.9,16.4,11.87,2.9,3561.0,11.87,10.841753477788831,11.960246522211168,11.401,0.0712,14.6
600686,金龙汽车,1,CCTV,31.3,16.4,15.67,2.5,3134.0,15.67,14.208546487473306,16.058453512526697,15.133500000000002,0.1009,6.0
600900,长江电力,1,Boll,30.0,16.4,26.94,1.7,2694.0,26.98,26.940332701222463,27.637667298777533,27.288999999999998,0.04,8.5
000921,海信家电,1,CCTV,29.3,16.4,25.3,1.3,2530.0,25.3,24.3109239855761,25.988076014423893,25.149499999999996,0.04,5.1
600801,华新建材,1,CCTV,28.2,16.4,21.84,0.7,2184.0,21.84,20.926253115634758,23.41374688436524,22.169999999999998,0.0741,3.6
600219,南山铝业,1,Boll,25.9,16.4,4.19,0.0,419.0,4.35,4.19710874336222,4.932891256637779,4.5649999999999995,0.0738,2.5
