股票代码,股票名称,综合分
000779,甘咨询,77.57
600941,中国移动,75.7
603167,渤海轮渡,74.62
000651,格力电器,74.42
600035,楚天高速,74.05
600900,长江电力,73.9
600283,钱江水利,73.79
001227,兰州银行,73.75
600050,中国联通,73.5
601228,XD广州港,73.49
601158,重庆水务,73.48
601200,上海环境,73.4
600104,上汽集团,73.26
002302,西部建设,73.24
601006,大秦铁路,73.19
601668,XD中国建,73.05
300883,龙利得,73.03
600551,时代出版,72.98
601169,北京银行,72.59
000498,山东路桥,72.57
002267,陕天然气,72.54
601139,深圳燃气,72.52
002958,青农商行,72.5
600820,隧道股份,72.46
600036,招商银行,72.24
600917,重庆燃气,72.22
002884,凌霄泵业,72.21
600526,菲达环保,72.21
001205,盛航股份,72.14
600887,伊利股份,72.09
002060,广东建工,72.05
000088,盐 田 港,72.0
601801,皖新传媒,71.92
000598,兴蓉环境,71.91
601128,常熟银行,71.89
601985,中国核电,71.87
600757,长江传媒,71.84
601818,光大银行,71.78
603508,思维列控,71.74
600639,浦东金桥,71.63
