板块,提及次数,正向词命中,负向词命中,中性词命中,宏观词命中,舆论分,热度分,较上一期热度变化
消费,3,8,0,1,8,8.0,14.0,+5.0
军工,1,0,0,0,0,0.0,2.0,-2.0
人工智能,1,0,0,0,6,0.0,2.0,-1.0
医药,1,0,0,0,0,0.0,2.0,-1.0
