code,buy_date,sell_date,buy_price,sell_price,qty,return_pct,exit_reason
002855,2026-09-01,2026-09-02,17.417,18.991,100,9.03,take_partial
600919,2026-09-01,2026-09-02,12.052,12.228,400,1.46,take_band
002855,2026-09-01,2026-09-02,17.417,18.991,200,9.03,take_pct
603958,2026-09-01,2026-09-02,21.962,23.826,100,8.49,take_partial_final
688416,2026-09-01,2026-09-02,79.519,74.056,100,-6.87,trend_break
300331,2026-09-01,2026-09-02,49.85,47.542,100,-4.63,trend_break
600688,2026-09-01,2026-09-03,2.923,2.877,3500,-1.57,trend_break
002584,2026-09-01,2026-09-03,8.398,8.172,1200,-2.7,trend_break
300012,2026-09-01,2026-09-14,15.105,14.915,900,-1.26,max_hold
300615,2026-09-01,2026-09-14,15.215,13.996,300,-8.01,max_hold
603001,2026-09-01,2026-09-14,9.289,8.691,100,-6.44,max_hold
