code,buy_date,sell_date,buy_price,sell_price,qty,return_pct,exit_reason
600578,2026-01-05,2026-01-07,5.005,5.205,900,3.99,take_partial
600578,2026-01-05,2026-01-07,5.005,5.205,1900,3.99,take_band
600236,2026-01-05,2026-01-08,7.638,7.952,600,4.12,take_partial
000506,2026-01-05,2026-01-12,13.313,13.846,300,4.0,take_partial
300189,2026-01-05,2026-01-12,7.307,7.762,600,6.23,take_partial
300189,2026-01-05,2026-01-12,7.307,7.762,1300,6.23,take_pct
000975,2026-01-05,2026-01-13,24.394,26.483,100,8.56,take_partial
000506,2026-01-05,2026-01-13,13.313,14.206,700,6.7,take_partial_final
000975,2026-01-05,2026-01-13,24.394,26.483,500,8.56,take_band
000703,2026-01-05,2026-01-15,10.741,10.619,1300,-1.13,max_hold
600236,2026-01-05,2026-01-15,7.638,7.852,1300,2.81,max_hold
002493,2026-01-05,2026-01-15,11.622,11.738,1200,1.0,max_hold
