code,buy_date,sell_date,buy_price,sell_price,qty,return_pct,exit_reason
600901,2026-06-25,2026-06-26,5.956,5.894,900,-1.04,trend_break
002223,2026-06-25,2026-06-26,25.125,25.165,200,0.16,trend_break
301230,2026-06-25,2026-06-26,28.19,26.42,100,-6.28,trend_break
000990,2026-06-25,2026-06-26,6.278,5.996,700,-4.49,stop_hard
002413,2026-06-25,2026-06-26,9.84,9.327,500,-5.21,stop_hard
600050,2026-06-25,2026-06-26,4.122,4.046,200,-1.84,trend_break
601916,2026-06-25,2026-06-26,2.872,2.767,300,-3.64,trend_break
601985,2026-06-25,2026-06-26,8.619,8.761,100,1.65,trend_break
300429,2026-06-25,2026-06-30,16.977,17.702,100,4.27,take_partial_final
600919,2026-06-25,2026-06-30,10.928,10.536,100,-3.58,trend_break
