股票代码,股票名称,综合分
300765,石药创新,100.0
605259,绿田机械,93.55
603668,天马科技,92.46
300945,曼卡龙,87.48
603900,莱绅通灵,77.91
603088,宁波精达,77.79
002762,金发拉比,70.83
002461,珠江啤酒,69.66
301016,雷尔伟,68.46
603707,健友股份,64.94
600486,扬农化工,63.2
300911,亿田智能,63.19
300973,立高食品,59.49
002773,康弘药业,57.9
600623,华谊集团,56.94
600436,片仔癀,54.44
000782,恒申新材,54.29
002393,力生制药,53.49
002345,潮宏基,53.03
600389,江山股份,51.64
002918,蒙娜丽莎,51.18
000513,丽珠集团,50.97
002575,群兴玩具,50.79
000932,华菱钢铁,50.64
603737,三棵树,48.11
600809,山西汾酒,47.7
300468,四方精创,47.4
603983,XD丸美生,47.28
600375,汉马科技,47.14
600644,乐山电力,47.07
002210,飞马国际,46.91
605086,龙高股份,46.44
300498,温氏股份,46.37
600419,天润乳业,46.15
300591,万里马,46.1
002563,森马服饰,46.06
002155,湖南黄金,45.8
002543,万和电气,45.34
601872,招商轮船,44.25
300489,光智科技,43.59
