code,buy_date,sell_date,buy_price,sell_price,qty,return_pct,exit_reason
002491,2026-03-02,2026-03-03,10.02,12.218,200,21.93,take_partial
601857,2026-03-02,2026-03-03,11.481,12.777,200,11.29,take_partial
001872,2026-03-02,2026-03-03,19.96,21.778,100,9.11,take_partial
002491,2026-03-02,2026-03-03,10.02,12.218,600,21.93,take_band
601857,2026-03-02,2026-03-03,11.481,12.777,500,11.29,take_pct
001872,2026-03-02,2026-03-03,19.96,21.778,300,9.11,take_pct
001896,2026-03-02,2026-03-04,13.363,14.246,100,6.6,take_partial
603618,2026-03-02,2026-03-04,18.639,20.569,100,10.36,take_partial
600397,2026-03-02,2026-03-04,22.603,17.403,200,-23.01,stop_hard
001896,2026-03-02,2026-03-04,13.363,14.246,300,6.6,take_pct
603618,2026-03-02,2026-03-04,18.639,20.569,200,10.36,take_pct
600487,2026-03-02,2026-03-04,45.936,48.212,100,4.95,take_partial_final
600603,2026-03-02,2026-03-09,7.157,7.622,300,6.5,take_partial
600603,2026-03-02,2026-03-09,7.157,7.622,900,6.5,take_pct
600522,2026-03-02,2026-03-11,27.868,29.8,100,6.93,take_partial
603629,2026-03-02,2026-03-11,40.591,45.035,100,10.95,take_partial
600522,2026-03-02,2026-03-11,27.868,29.8,200,6.93,take_pct
603629,2026-03-02,2026-03-11,40.591,45.035,100,10.95,take_band
600054,2026-03-02,2026-03-13,12.422,13.357,100,7.52,take_partial
002155,2026-03-02,2026-03-13,39.519,33.536,100,-15.14,stop_hard
600054,2026-03-02,2026-03-13,12.422,13.357,500,7.52,take_band
603565,2026-03-02,2026-03-16,10.741,10.919,800,1.66,max_hold
