股票代码,股票名称,综合分
688073,毕得医药,74.9
002973,侨银股份,74.82
688172,燕东微,74.28
601688,华泰证券,73.88
603380,易德龙,73.56
600222,太龙药业,73.34
002787,华源控股,72.2
688378,奥来德,71.87
002821,凯莱英,70.5
301489,思泉新材,70.31
300815,玉禾田,69.42
000935,四川双马,68.91
000977,浪潮信息,67.93
002371,北方华创,67.64
300566,激智科技,67.3
000608,阳光股份,66.91
688091,上海谊众,65.88
300843,胜蓝股份,65.84
603893,瑞芯微,65.45
601126,四方股份,65.06
601208,东材科技,64.91
605008,长鸿高科,64.55
301321,翰博高新,64.2
002979,雷赛智能,63.57
600889,*ST京化,63.39
300913,兆龙互连,63.29
002046,国机精工,62.92
002972,科安达,62.81
301379,天山电子,62.31
603557,*ST起步,61.77
603031,安孚科技,60.62
000048,京基智农,60.5
002768,国恩股份,58.56
301157,华塑科技,58.43
002943,宇晶股份,57.63
002887,绿茵生态,57.26
002718,友邦吊顶,56.96
002548,金新农,55.94
600999,XD招商证,55.82
688502,茂莱光学,55.56
