股票代码,股票名称,最新价,建议买入价,最新换手率%,近5日换手均值%,最新成交额,成交额放大倍数,5日涨跌幅%,20日涨跌幅%,距20日高点比,题材命中数,题材标签,综合分
sh.600353,旭光电子,13.11,12.35,3.59,2.48,1489893857.0,1.95,9.43,8.71,0.999,1,电子,56.56
sh.601966,nan,13.33,12.3,2.65,2.29,212126601.0,1.83,9.89,10.9,1.0,0,,45.83
sh.600104,nan,27.0,25.01,1.6,1.14,2696156210.0,1.85,7.87,9.62,1.0,0,,43.86
sh.600285,nan,5.59,5.21,1.94,1.27,476471761.0,2.05,6.88,2.38,1.0,0,,41.97
sh.601033,nan,7.87,7.31,2.37,1.96,221105492.0,1.69,9.61,5.78,0.992,0,,41.16
sh.600741,nan,7.87,7.31,2.37,1.96,221105492.0,1.69,9.61,5.78,0.992,0,,41.16
sh.601699,nan,5.58,5.17,2.68,2.1,949150352.0,1.6,7.51,6.49,1.0,0,,40.98
sh.600415,nan,10.86,10.28,2.02,1.84,1193336486.0,1.63,8.82,2.16,0.997,0,,39.38
sh.601969,nan,5.99,5.6,0.99,0.72,285063466.0,1.85,5.64,6.58,1.0,0,,39.23
sh.600976,nan,14.93,13.94,1.08,0.79,2017343155.0,1.81,5.74,5.51,1.0,0,,38.63
sh.600096,nan,13.79,12.91,1.03,0.78,1270000353.0,1.76,7.15,0.44,1.0,0,,37.84
sh.600256,nan,11.92,11.41,2.34,2.01,310336953.0,1.43,9.16,1.71,1.0,0,,37.77
sh.600125,nan,7.91,7.69,1.07,0.71,383848561.0,1.98,2.73,5.47,1.0,0,,36.47
sh.600690,nan,21.46,20.37,0.9,0.87,1194074370.0,1.31,5.98,7.41,1.0,0,,34.71
sh.600827,nan,21.53,19.94,1.49,1.39,387871691.0,1.4,4.01,9.01,1.0,0,,34.5
sh.603238,nan,18.74,18.12,2.8,2.59,404815022.0,1.24,3.71,7.52,0.988,0,,32.37
sh.601225,nan,19.04,18.46,2.17,2.2,272908926.0,1.32,4.33,1.82,1.0,0,,32.26
sh.603393,nan,19.56,18.42,1.39,1.02,2277199385.0,1.33,4.54,3.22,1.0,0,,31.75
sh.600900,nan,28.98,27.47,0.94,0.73,6567613792.0,1.48,1.97,7.57,1.0,0,,31.33
sh.600196,nan,22.8,21.19,2.5,2.72,321602687.0,1.06,0.62,14.4,0.989,0,,29.59
sh.600397,nan,15.08,14.34,3.42,4.36,445267856.0,0.89,3.01,16.81,0.941,0,,28.99
sh.600693,nan,10.48,10.0,1.18,1.36,223210500.0,1.1,3.76,7.16,0.985,0,,28.82
sh.600452,nan,19.28,17.98,1.43,1.28,450638037.0,1.07,15.45,0.94,1.0,0,,27.83
sh.600585,nan,13.3,12.45,1.91,1.74,833777849.0,1.26,1.92,8.75,0.965,0,,27.38
sh.601857,nan,10.2,9.75,11.14,12.93,482319417.0,0.91,0.79,6.69,0.907,0,,27.18
sh.601918,nan,16.57,15.78,3.74,4.62,923525383.0,0.9,-1.6,15.96,0.94,0,,25.25
sh.600754,nan,12.32,11.99,2.33,2.77,270452268.0,0.9,3.62,5.21,0.959,0,,25.06
sh.603298,nan,8.24,8.12,1.88,2.4,300126017.0,0.95,0.49,11.05,0.958,0,,23.36
sh.600583,nan,24.0,23.21,1.7,2.2,851566485.0,0.9,0.88,8.79,0.966,0,,22.98
sh.600023,nan,13.85,13.68,1.73,1.44,252634865.0,1.14,3.13,3.2,0.939,0,,22.51
