股票代码,股票名称,建议买入价,动量分,20日收益%,60日收益%,MA20斜率%,距20日高点%
002141,贤丰控股,6.3,45.03,29.36,63.64,30.64,-3.08
003001,中岩大地,19.43,26.82,43.18,6.12,9.03,-9.71
600882,妙可蓝多,22.78,23.53,38.4,14.47,12.76,-2.19
002440,闰土股份,13.64,22.15,20.92,31.79,14.16,0.0
600801,华新建材,22.6,19.26,35.01,10.43,7.08,-0.79
600415,小商品城,12.65,14.18,21.75,0.4,1.2,-0.63
002083,孚日股份,11.88,10.63,6.07,10.41,0.26,-6.24
600352,浙江龙盛,13.55,9.55,7.45,11.98,9.93,-2.38
