股票代码,股票名称,命中策略数,来源策略,综合评分,权重,建议买入价,建议仓位%,建议金额,最新价,止损价(下轨),止盈价(上轨),MA20,stop_pct,因子分
000088,盐 田 港,1,Vol20,73.7,40.0,4.66,5.0,5126.0,4.66,4.426807296766118,4.634192703233882,4.5305,0.04,15.0
601985,中国核电,1,Vol20,71.7,40.0,9.08,5.0,5448.0,9.08,8.688854583309297,9.092145416690702,8.8905,0.04,15.0
600900,长江电力,1,Vol20,67.8,40.0,28.09,5.0,5618.0,28.09,27.81301325618006,28.526986743819936,28.169999999999998,0.04,15.0
600704,物产中大,1,Vol20,66.5,40.0,5.05,5.0,5050.0,5.05,4.826444323367139,5.03855567663286,4.932499999999999,0.04,15.0
002120,韵达股份,1,Vol20,66.5,40.0,6.87,5.0,5496.0,6.87,6.587147243211275,6.917852756788726,6.7525,0.04,15.0
601377,兴业证券,1,Vol20,64.6,40.0,5.97,5.0,5373.0,5.97,5.774189419912655,5.988810580087347,5.881500000000001,0.04,13.1
601186,中国铁建,1,Vol20,63.6,40.0,6.16,5.0,5544.0,6.16,5.9934927390498265,6.148507260950173,6.071,0.04,12.1
000538,云南白药,1,Vol20,63.3,40.0,50.4,5.0,5040.0,50.4,49.416985230751365,50.99601476924863,50.2065,0.04,11.8
601669,中国电建,2,VRatio20_120/Vol20,62.9,40.0,4.67,5.0,5137.0,4.67,4.597030865830871,4.693969134169129,4.6455,0.04,8.4
600741,华域汽车,1,Vol20,62.7,40.0,15.45,5.0,6180.0,15.45,15.255736479554722,15.61526352044528,15.435500000000001,0.04,9.8
601868,中国能建,2,VRatio20_120/Vol20,62.1,40.0,2.51,5.0,5020.0,2.51,2.466793220169076,2.5264867798309245,2.49664,0.04,7.6
600029,南方航空,2,VRatio20_120/Vol20,61.9,40.0,5.0,5.0,5000.0,5.0,4.979382656794564,5.063617343205435,5.0215,0.04,7.0
603042,华脉科技,1,PVCorr60,46.0,16.0,16.8,3.2,3360.0,16.8,12.34692879642866,16.837071203571345,14.592000000000002,0.12,15.0
688538,和辉光电,2,VRatio20_120/Vol20,45.7,40.0,2.17,3.2,3255.0,2.17,2.173488742134733,2.366511257865267,2.27,0.04,-3.6
601997,贵阳银行,2,PVCorr20/Skew60,38.6,13.6,5.72,2.4,2860.0,5.72,5.468930286959564,5.755069713040436,5.612,0.0418,12.8
603999,读者传媒,1,PVCorr60,36.5,16.0,6.48,2.2,2592.0,6.48,5.125957290191517,6.714042709808483,5.92,0.1024,15.0
001286,陕西能源,3,PVCorr60/Skew20/Skew60,33.3,16.0,9.69,1.9,1938.0,9.69,9.02013363764105,10.641866362358948,9.831,0.0638,-5.5
600930,华电新能,2,PVCorr60/Skew60,31.9,16.0,3.95,1.7,1975.0,3.95,3.8591674320091145,4.0468325679908865,3.9530000000000003,0.04,-5.7
600023,浙能电力,2,Skew60/VRatio20_120,30.3,13.6,4.98,1.6,1992.0,4.98,4.8314238294384175,4.977576170561582,4.9045,0.04,6.7
600926,杭州银行,1,CVAmt60,25.4,0.0,17.68,1.2,1768.0,17.68,16.292942191274044,17.460057808725956,16.8765,0.04,15.0
600919,江苏银行,1,CVAmt60,25.1,0.0,12.62,1.2,1262.0,12.62,11.69875127913436,12.48124872086564,12.09,0.04,15.0
600320,振华重工,1,CVAmt60,24.3,0.0,4.33,1.1,1299.0,4.33,3.9881081370465234,4.239891862953477,4.114,0.04,15.0
600038,中直股份,1,CVAmt60,24.2,0.0,28.12,1.1,2812.0,28.12,26.187415713755737,28.397584286244264,27.2925,0.04,15.0
600219,南山铝业,1,Skew20,24.1,0.0,5.0,1.1,1500.0,5.0,4.698339621336356,5.056660378663643,4.8774999999999995,0.0651,15.0
600415,小商品城,1,DistLo10,23.6,0.0,12.16,1.0,1216.0,12.16,11.824685433934892,13.074314566065109,12.4495,0.058,15.0
600285,羚锐制药,1,Skew60,23.6,13.6,19.29,1.0,1929.0,19.29,19.352375233018595,19.966624766981408,19.6595,0.04,5.6
601799,星宇股份,2,PVCorr60/DistLo60,22.5,16.0,72.73,1.0,7273.0,72.73,72.19331885919416,92.65468114080585,82.424,0.0623,-15.0
000915,华特达因,2,Skew20/Skew60,22.4,13.6,25.13,0.9,2513.0,25.13,23.973917909051526,26.609082090948473,25.2915,0.0699,0.9
000709,河钢股份,1,CVAmt60,19.3,0.0,2.14,0.7,856.0,2.14,2.0580418947225807,2.15695810527742,2.1075000000000004,0.04,13.4
688036,传音控股,1,DistLo60,17.9,10.4,52.33,0.6,5233.0,52.33,53.23637694795513,58.73662305204487,55.9865,0.0532,4.4
301096,百诚医药,1,Skew60,17.4,13.6,48.5,0.6,4850.0,48.5,42.24859763619083,51.391402363809185,46.82000000000001,0.0792,-1.1
000017,深中华A,1,DistLo10,16.5,0.0,8.33,0.5,833.0,8.33,5.448032411787233,12.153967588212767,8.801,0.12,15.0
002084,海鸥住工,1,DistLo10,16.5,0.0,5.52,0.5,552.0,5.52,2.7789908679727535,7.744009132027246,5.2615,0.12,15.0
002667,*ST威领,1,VRatio10_60,16.5,0.0,18.63,0.5,1863.0,18.63,14.738442859632034,20.91455714036797,17.826500000000003,0.1133,15.0
600938,中国海油,1,CVAmt20,16.5,0.0,34.42,0.5,3442.0,34.42,32.794008068733135,34.62199193126686,33.708,0.04,15.0
002365,永安药业,1,DistLo10,16.5,0.0,13.98,0.5,1398.0,13.98,13.741181108682364,16.385818891317633,15.0635,0.12,15.0
002097,山河智能,1,CVAmt60,15.0,0.0,7.65,0.4,765.0,7.65,7.079353759225845,7.650646240774155,7.365,0.04,13.5
000708,中信特钢,1,CVAmt60,12.9,0.0,13.5,0.3,1350.0,13.5,13.437573384883546,14.121426615116459,13.779500000000002,0.04,11.3
603683,晶华新材,1,PVCorr60,11.6,16.0,15.36,0.3,1536.0,15.36,15.18571607037794,17.11028392962206,16.148,0.0809,-9.9
300598,诚迈科技,1,DistLo10,10.8,0.0,30.7,0.2,3070.0,30.7,29.63250514636539,36.13249485363461,32.8825,0.12,9.3
000786,北新建材,2,PVCorr20/PVCorr60,10.8,16.0,16.26,0.2,1626.0,16.26,15.884616387652628,18.61938361234737,17.252,0.0652,-13.7
000513,丽珠集团,2,Skew20/Skew60,9.8,13.6,27.3,0.2,2730.0,27.3,25.065428758821312,30.27157124117869,27.6685,0.0692,-11.7
605289,罗曼股份,1,PVCorr60,8.7,16.0,98.52,0.1,9852.0,98.52,98.59720648308459,113.33779351691541,105.9675,0.0823,-12.8
300137,先河环保,1,PVCorr60,6.5,16.0,10.6,0.1,1060.0,10.6,10.628167386025094,12.630832613974906,11.6295,0.0602,-15.0
600982,宁波能源,1,VRatio20_120,6.5,0.0,5.05,0.1,505.0,5.05,4.754495884572479,5.008504115427521,4.8815,0.04,4.5
603516,淳中科技,1,PVCorr60,6.5,16.0,85.95,0.1,8595.0,85.95,87.10640151542901,101.47759848457099,94.292,0.0981,-15.0
300024,机器人,2,DistLo10/DistLo60,5.7,10.4,13.98,0.0,1398.0,13.98,13.665649644344478,15.731350355655524,14.698500000000001,0.0719,-11.8
002471,中超控股,1,Skew20,5.4,0.0,5.77,0.0,577.0,5.77,5.1853549092771285,5.936645090722871,5.561,0.0657,2.2
002277,友阿股份,1,DistLo10,3.6,0.0,5.85,0.0,585.0,5.85,5.603080456192,6.569919543808,6.0865,0.0826,2.1
603379,三美股份,1,DistLo60,3.5,10.4,56.23,0.0,5623.0,56.23,56.63689800181094,62.54610199818905,59.591499999999996,0.0501,-11.0
