股票代码,股票名称,综合分
000004,,99.01
002808,,99.01
002898,赛隆退,99.01
002667,*ST威领,98.86
000779,甘咨询,90.4
300461,田中精机,85.98
600156,华升股份,85.79
000890,法尔胜,84.83
688658,悦康药业,84.08
002788,鹭燕医药,84.04
002629,仁智股份,83.69
600594,益佰制药,83.27
605299,舒华体育,83.15
603017,中衡设计,83.11
000402,金 融 街,82.67
600513,联环药业,82.34
002375,亚厦股份,82.25
001366,播恩集团,82.13
605169,洪通燃气,82.13
600257,大湖股份,82.01
002038,双鹭药业,81.99
300422,博世科,81.97
600039,四川路桥,81.88
603122,合富中国,81.22
600099,林海股份,80.95
605336,*ST帅电,80.93
605388,均瑶健康,80.86
000919,金陵药业,80.54
300067,安诺其,80.45
600664,哈药股份,80.41
002873,新天药业,80.26
600051,宁波联合,80.17
603101,汇嘉时代,80.01
002127,南极电商,79.9
300335,迪森股份,79.87
603538,美诺华,79.6
603167,渤海轮渡,79.15
601002,晋亿实业,79.06
002109,ST兴化,78.92
600118,中国卫星,78.87
