股票代码,股票名称,综合分
603565,中谷物流,75.52
603230,内蒙新华,73.08
600976,健民集团,72.87
000972,中基健康,72.67
600535,天士力,72.36
600023,浙能电力,72.21
002200,交投生态,72.09
002905,金逸影视,71.31
605500,森林包装,70.57
603215,比依股份,70.4
603301,振德医疗,69.98
603259,药明康德,69.95
600684,珠江股份,69.77
000521,长虹美菱,68.97
002695,煌上煌,68.87
000752,*ST西发,68.81
002611,东方精工,68.8
605319,无锡振华,68.01
603396,金辰股份,67.77
300894,火星人,67.62
603206,嘉环科技,67.08
002832,比音勒芬,67.05
605116,奥锐特,66.84
600936,北投科技,66.81
002317,众生药业,66.75
300158,振东制药,66.62
605499,东鹏饮料,66.52
603655,朗博科技,66.39
300313,天山生物,66.25
000661,长春高新,66.0
301488,豪恩汽电,65.89
600098,广州发展,65.89
300097,智云股份,65.84
002655,共达电声,65.67
603324,盛剑科技,65.62
601566,九牧王,65.56
002368,太极股份,65.32
002579,中京电子,65.13
002690,美亚光电,65.12
603444,吉比特,65.11
