股票代码,股票名称,建议买入价
600894,广日股份,8.53
600060,海信视像,21.13
600223,福瑞达,6.75
600521,华海药业,15.17
000887,中鼎股份,18.12
000975,山金国际,28.39
601965,中国汽研,17.21
605183,确成股份,19.75
002020,京新药业,14.72
600230,沧州大化,17.09
600970,中材国际,9.63
600219,南山铝业,5.84
002746,仙坛股份,5.92
600900,长江电力,25.26
002262,恩华药业,21.65
000983,山西焦煤,6.8
600196,复星医药,24.43
002327,富安娜,6.43
600031,三一重工,19.25
000807,云铝股份,27.98
001205,盛航股份,14.37
000915,华特达因,29.36
601600,中国铝业,11.53
601156,东航物流,16.79
601598,中国外运,5.57
603238,诺邦股份,15.6
