股票代码,股票名称,综合分
600332,白云山,100.0
300363,博腾股份,100.0
300663,科蓝软件,100.0
001965,招商公路,100.0
600648,外高桥,100.0
688819,天能股份,100.0
002032,苏 泊 尔,100.0
301656,联合动力,100.0
300076,*ST宁视,100.0
000557,西部创业,99.08
601019,山东出版,98.96
605339,南侨食品,98.91
002570,贝因美,98.9
600305,恒顺醋业,98.62
000828,东莞控股,98.27
603230,内蒙新华,98.15
002139,拓邦股份,97.07
603075,热威股份,95.94
688153,唯捷创芯,95.29
300973,立高食品,95.27
300068,ST南都,95.2
002670,国盛证券,94.71
002223,鱼跃医疗,94.09
601107,四川成渝,94.07
603565,中谷物流,93.74
603325,博隆技术,93.45
002643,万润股份,92.79
605599,菜百股份,92.56
301050,雷电微力,92.44
002911,佛燃能源,91.3
300427,红相股份,91.2
000088,盐 田 港,90.97
301061,匠心家居,90.94
603323,苏农银行,90.71
300787,海能实业,90.5
600039,四川路桥,90.45
603277,银都股份,90.02
603587,地素时尚,89.7
002303,美盈森,89.68
301023,奕帆传动,89.34
