股票代码,股票名称,综合分
605005,合兴股份,100.0
301096,百诚医药,100.0
600930,华电新能,100.0
002426,胜利精密,100.0
300808,久量股份,99.32
002831,裕同科技,98.85
000967,盈峰环境,97.96
002695,煌上煌,97.59
603181,皇马科技,96.91
688096,京源环保,96.72
002214,*ST大立,96.52
001238,浙江正特,95.46
000955,欣龙控股,94.8
301502,华阳智能,94.8
301203,国泰环保,94.12
603357,设计总院,93.7
001289,龙源电力,93.31
300903,科翔股份,92.72
603150,万朗磁塑,92.69
603679,华体科技,92.58
600023,浙能电力,92.5
002227,*ST特迅,92.1
300234,开尔新材,91.8
001266,宏英智能,91.64
002956,西麦食品,91.62
688203,海正生材,91.44
600302,ST标准,91.27
300203,聚光科技,91.01
301031,中熔电气,90.95
600114,东睦股份,90.85
300290,ST荣科,90.79
300478,杭州高新,90.54
300382,斯莱克,90.21
001311,多利科技,89.93
002789,*ST建艺,89.76
605300,佳禾食品,89.67
300928,华安鑫创,89.64
300432,富临精工,89.4
688668,鼎通科技,89.28
603826,坤彩科技,89.26
