股票代码,股票名称,综合分
600598,北大荒,100.0
000025,特  力Ａ,98.51
301502,华阳智能,98.08
002612,朗姿股份,97.86
002554,惠博普,97.55
000875,电投绿能,95.99
600191,华资实业,94.95
600566,济川药业,94.89
603848,好太太,94.86
003023,彩虹集团,93.44
300061,旗天科技,93.0
688249,晶合集成,92.97
300290,ST荣科,92.7
000543,皖能电力,92.18
000027,深圳能源,91.9
300553,集智股份,91.25
603937,丽岛新材,89.72
002211,ST宏达,88.81
002535,林州重机,88.74
000883,湖北能源,88.46
300864,南大环境,88.42
601187,厦门银行,88.3
600536,中国软件,88.03
002307,北新路桥,87.81
000429,粤高速Ａ,87.6
603610,麒盛科技,87.52
603257,中国瑞林,87.15
600983,惠而浦,86.67
600795,国电电力,85.97
002616,长青集团,85.86
688418,震有科技,85.71
603202,天有为,85.38
301067,显盈科技,85.37
600121,郑州煤电,84.37
003005,竞业达,83.74
600780,通宝能源,83.15
002054,德美化工,83.0
688096,京源环保,82.87
688046,药康生物,82.53
002575,群兴玩具,82.47
