板块,提及次数,正向词命中,负向词命中,中性词命中,宏观词命中,舆论分,热度分,较上一期热度变化
人工智能,3,2,0,7,6,2.0,8.0,NEW
物流,2,3,0,2,4,3.0,7.0,NEW
汽车,2,0,0,3,5,0.0,4.0,-3.0
一带一路,1,2,0,0,1,2.0,4.0,NEW
通信,1,1,0,5,1,1.0,3.0,NEW
金融,1,2,2,9,13,0.0,2.0,NEW
化工,1,0,0,0,3,0.0,2.0,NEW
教育,1,0,0,0,2,0.0,2.0,-1.0
军工,1,0,0,3,2,0.0,2.0,NEW
