板块,提及次数,正向词命中,负向词命中,中性词命中,宏观词命中,舆论分,热度分,较上一期热度变化
电力,1,7,1,14,11,6.8,8.8,NEW
消费,1,4,0,0,7,4.0,6.0,NEW
机器人,1,0,0,4,3,0.0,2.0,NEW
锂电,1,0,0,4,3,0.0,2.0,NEW
一带一路,1,0,0,1,1,0.0,2.0,NEW
物流,1,0,0,0,0,0.0,2.0,NEW
军工,1,0,0,0,0,0.0,2.0,-1.0
