num_trades,initial_capital,ending_total,total_return,max_drawdown,win_rate,avg_return,avg_win,avg_loss,profit_factor,sharpe,strategies,signal_mode,date,run_date,signal_start,signal_end,hold_days,exit_mode,size_mode,vol_mode,dd_breaker_dd,dd_breaker_extra_cash,capital_scale,cash_pct,stop_mode,signals_days,codes_count,start,end,bench_return,bench_return_exposed,excess_return
11,100000.0,99105.87,-0.89,-1.0,63.6,-0.84,2.72,-7.07,0.67,-1.98,"CVAmt20,CVAmt60,DistLo10,PVCorr60,Skew20,VRatio10_60,Vol20",forward,20260714,20260923,2026-07-14,2026-07-14,12,boll_upper_take+take6%+trailing5%+MA60break,adaptive_weight(权重),scaled_stop+pos0.3,0.26,0,0.3,70.0,"dal_boll(2.5σ,[4%,12%])",1,15,2026-07-14,2026-07-26,-3.07,-0.92,0.03
