板块,提及次数,正向词命中,负向词命中,中性词命中,宏观词命中,舆论分,热度分,较上一期热度变化
有色金属,2,5,0,19,1,5.8,9.8,NEW
农业,1,4,0,19,1,4.8,6.8,NEW
计算机,1,4,0,0,9,4.0,6.0,-1.0
人工智能,1,4,0,0,9,4.0,6.0,+2.0
消费,2,1,0,0,5,1.8,5.8,NEW
一带一路,1,2,0,0,1,2.0,4.0,NEW
传媒,1,1,0,0,3,1.8,3.8,NEW
食品,1,0,0,0,0,0.0,2.0,NEW
