num_trades,initial_capital,ending_total,total_return,max_drawdown,win_rate,avg_return,avg_win,avg_loss,profit_factor,sharpe,strategies,signal_mode,date,run_date,signal_start,signal_end,hold_days,exit_mode,size_mode,vol_mode,dd_breaker_dd,dd_breaker_extra_cash,capital_scale,cash_pct,stop_mode,signals_days,codes_count,start,end,bench_return,bench_return_exposed,excess_return
4,100000.0,100893.08,0.89,-0.35,50.0,-0.31,2.13,-2.76,0.77,1.7,"CVAmt60,PVCorr60,Skew60,VRatio20_120,Vol20",forward,20260914,20260925,2026-09-14,2026-09-14,11,boll_upper_take+take6%+trailing5%+MA60break,adaptive_weight(权重),scaled_stop+pos0.8,0.29,0,0.8,20.0,"dal_boll(2.5σ,[4%,12%])",1,10,2026-09-14,2026-09-25,-0.91,-0.73,1.62
