股票代码,股票名称,综合分
601298,青岛港,73.17
001205,盛航股份,72.17
688728,格科微,71.18
600050,中国联通,70.64
002003,伟星股份,70.57
000825,太钢不锈,70.25
002807,江阴银行,69.94
605300,佳禾食品,69.82
002276,万马股份,69.72
600694,大商股份,69.48
600551,时代出版,69.31
001914,招商积余,69.18
603686,福龙马,68.91
000820,*ST节能,68.65
600958,东方证券,68.59
600064,南京高科,68.53
600865,百大集团,68.42
603223,恒通股份,68.41
000948,南天信息,68.32
601177,杭齿前进,68.27
002572,索菲亚,68.2
603587,地素时尚,68.11
301501,恒鑫生活,68.04
002007,华兰生物,68.03
300973,立高食品,67.99
002581,*ST未名,67.95
603018,华设集团,67.91
002373,千方科技,67.84
000712,锦龙股份,67.78
603408,建霖家居,67.71
002926,华西证券,67.7
600663,陆家嘴,67.68
002375,亚厦股份,67.55
000685,中山公用,67.53
002249,大洋电机,67.43
301199,迈赫股份,67.31
002920,德赛西威,67.2
601995,中金公司,67.19
002739,儒意电影,67.14
605179,一鸣食品,66.99
