code,buy_date,sell_date,buy_price,sell_price,qty,return_pct,exit_reason
600577,2025-10-27,2025-10-28,10.24,10.699,100,4.48,take_partial
601288,2025-10-27,2025-10-28,7.658,8.012,100,4.63,take_partial
600577,2025-10-27,2025-10-28,10.24,10.699,100,4.48,take_band
600012,2025-10-27,2025-10-28,14.234,14.466,200,1.62,trend_break
600900,2025-10-27,2025-10-28,27.167,27.413,100,0.9,take_band
600508,2025-10-27,2025-10-29,9.459,10.12,100,6.98,take_partial
600629,2025-10-27,2025-10-29,22.903,19.448,100,-15.08,stop_hard
600686,2025-10-27,2025-11-03,14.735,15.435,100,4.75,take_partial
002928,2025-10-27,2025-11-05,10.611,11.059,300,4.23,take_partial
600686,2025-10-27,2025-11-05,14.735,15.634,100,6.11,take_partial_final
002928,2025-10-27,2025-11-06,10.611,11.179,700,5.36,take_partial_final
600801,2025-10-27,2025-11-07,22.162,23.626,100,6.61,take_partial_final
600060,2025-10-27,2025-11-10,23.654,24.545,100,3.77,max_hold
000506,2025-10-27,2025-11-10,12.252,12.597,200,2.82,max_hold
601288,2025-10-27,2025-11-10,7.658,7.832,200,2.28,max_hold
600508,2025-10-27,2025-11-10,9.459,9.76,200,3.18,max_hold
