股票代码,股票名称,综合分
300350,华鹏飞,76.63
300359,全通教育,75.19
688565,力源科技,74.73
300340,科恒股份,74.43
002182,宝武镁业,74.12
000757,浩物股份,74.1
300112,万讯自控,74.07
002863,今飞凯达,73.99
601869,长飞光纤,73.86
000633,合金投资,73.74
000607,华媒控股,73.6
002398,垒知集团,73.49
600738,丽尚国潮,73.48
300413,芒果超媒,73.47
002343,慈文传媒,73.39
300513,恒实科技,73.31
688232,新点软件,73.3
002205,国统股份,73.27
002622,皓宸医疗,73.26
002593,日上集团,73.21
301355,南王科技,73.18
300512,中亚股份,73.15
600597,光明乳业,73.06
002524,光正眼科,73.04
003016,欣贺股份,73.02
002247,聚力文化,73.0
600281,华阳新材,72.99
000017,深中华A,72.93
002544,普天科技,72.87
002495,佳隆股份,72.79
300717,华信新材,72.79
300169,天晟新材,72.68
600390,五矿资本,72.67
002133,广宇集团,72.55
600697,欧亚集团,72.5
002110,三钢闽光,72.46
601595,上海电影,72.38
600980,北矿科技,72.38
300800,力合科技,72.34
300579,数字认证,72.27
