股票代码,股票名称,综合分
600729,重百集团,76.34
000034,神州数码,76.23
605369,拱东医疗,76.18
002261,拓维信息,76.16
603819,神力股份,76.12
601138,工业富联,76.12
605366,宏柏新材,76.09
300311,ST任子行,76.08
000650,仁和药业,76.07
002373,千方科技,75.99
002488,金固股份,75.81
000156,华数传媒,75.73
000948,南天信息,75.51
002978,安宁股份,75.49
002609,捷顺科技,75.46
002397,梦洁股份,75.44
002007,华兰生物,75.41
002979,雷赛智能,75.31
600962,国投中鲁,75.27
001378,德冠新材,75.27
001277,速达股份,75.27
600410,华胜天成,75.25
002129,TCL中环,75.11
002282,博深股份,75.03
300479,神思电子,74.87
688307,中润光学,74.86
688103,国力电子,74.83
688127,蓝特光学,74.78
002915,中欣氟材,74.63
300333,兆日科技,74.5
601518,吉林高速,74.48
002290,禾盛新材,74.45
002112,三变科技,74.3
002611,东方精工,74.23
600755,厦门国贸,74.2
603170,宝立食品,74.09
002864,盘龙药业,74.06
002883,*ST中设,74.0
600120,浙江东方,73.99
002753,永东股份,73.98
