股票代码,股票名称,最新价,建议买入价,最新换手率%,近5日换手均值%,最新成交额,成交额放大倍数,5日涨跌幅%,20日涨跌幅%,距20日高点比,题材命中数,题材标签,异动催化数,异动催化词,异动催化分,综合分
sh.601225,nan,9.12,8.85,1.01,0.61,1726503791.0,2.41,2.47,3.28,1.0,0,,0,,0.0,39.45
sh.601985,nan,9.12,8.85,1.01,0.61,1726503791.0,2.41,2.47,3.28,1.0,0,,0,,0.0,39.45
sh.601155,nan,10.58,10.23,3.51,2.73,337597933.0,2.1,2.32,1.54,1.0,0,,0,,0.0,38.42
sh.600741,nan,6.65,6.18,1.84,2.49,782358406.0,0.79,3.74,18.96,0.984,0,,0,,0.0,31.66
sh.601156,nan,19.3,18.23,1.82,1.26,2792044786.0,1.36,3.65,7.94,0.976,0,,0,,0.0,30.81
sh.600894,nan,12.14,11.43,1.05,1.43,288346893.0,0.89,2.62,8.98,0.998,0,,0,,0.0,27.35
sh.600012,nan,9.2,8.79,2.33,3.39,291280924.0,0.8,0.22,10.84,0.931,0,,0,,0.0,19.88
sh.600886,nan,26.56,25.98,0.85,1.08,1428805524.0,0.77,0.42,0.91,0.989,0,,0,,0.0,18.85
sh.600256,nan,9.38,9.38,1.31,1.8,305399268.0,0.75,-5.35,5.16,0.932,0,,0,,0.0,15.0
