股票代码,股票名称,建议买入价,动量分,20日收益%,60日收益%,MA20斜率%,距20日高点%
300534,陇神戎发,18.92,83.02,63.39,118.22,73.98,0.0
688046,药康生物,40.95,52.91,41.21,93.89,20.88,-5.8
603682,锦和商管,13.16,42.13,51.61,45.9,19.05,-2.01
603956,威派格,7.99,28.37,41.92,26.03,12.64,0.0
300039,上海凯宝,6.21,16.19,9.91,10.89,23.19,-3.57
