板块,提及次数,正向词命中,负向词命中,中性词命中,宏观词命中,舆论分,热度分,较上一期热度变化
消费,2,7,1,0,7,6.8,10.8,NEW
农业,1,7,1,0,6,6.8,8.8,NEW
传媒,1,3,0,10,10,3.0,5.0,NEW
教育,1,3,0,10,10,3.0,5.0,NEW
