股票代码,股票名称,综合分
002106,莱宝高科,100.0
002241,歌尔股份,100.0
002886,沃特股份,100.0
600183,生益科技,100.0
603083,剑桥科技,100.0
001359,平安电工,95.11
002152,广电运通,95.11
002741,光华科技,95.11
300223,北京君正,95.11
300586,美联新材,95.11
300697,电工合金,95.11
300976,达瑞电子,95.11
301086,鸿富瀚,95.11
301328,维峰电子,95.11
605006,山东玻纤,95.11
688082,盛美上海,95.11
000050,深天马Ａ,88.75
000063,中兴通讯,88.75
000636,风华高科,88.75
000733,振华科技,88.75
002049,紫光国微,88.75
002137,实益达,88.75
002185,华天科技,88.75
002409,雅克科技,88.75
002768,国恩股份,88.75
002815,崇达技术,88.75
002938,鹏鼎控股,88.75
300308,中际旭创,88.75
300410,正业科技,88.75
300420,五洋自控,88.75
300538,同益股份,88.75
300566,激智科技,88.75
300726,宏达电子,88.75
300820,英杰电气,88.75
300852,四会富仕,88.75
301319,唯特偶,88.75
301526,国际复材,88.75
301536,星宸科技,88.75
600520,三佳科技,88.75
603068,博通集成,88.75
