股票代码,股票名称,综合分
600207,安彩高科,71.63
603633,徕木股份,70.37
002845,同兴达,69.88
002666,德联集团,69.51
002239,奥特佳,69.31
600099,林海股份,69.14
000886,海南高速,69.0
002183,怡 亚 通,68.92
688535,华海诚科,68.86
002817,黄山胶囊,68.8
000509,华塑控股,68.74
001255,博菲电气,68.73
301387,光大同创,68.73
603018,华设集团,68.51
001278,一彬科技,68.5
600689,上海三毛,68.45
688682,霍莱沃,68.25
301099,雅创电子,68.24
001316,润贝航科,68.22
300976,达瑞电子,68.21
002254,泰和新材,68.18
002097,山河智能,68.15
000955,欣龙控股,68.1
600963,岳阳林纸,68.1
300140,节能环境,68.09
300890,翔丰华,68.09
688616,西力科技,68.06
301678,新恒汇,68.04
600739,辽宁成大,67.96
688081,兴图新科,67.96
603712,七一二,67.94
000590,古汉医药,67.94
600843,上工申贝,67.92
605365,立达信,67.89
688063,派能科技,67.86
002591,恒大高新,67.81
000701,厦门信达,67.81
600493,凤竹纺织,67.78
688135,利扬芯片,67.68
000586,汇源通信,67.65
