股票代码,股票名称,综合分
605368,蓝天燃气,100.0
002327,富安娜,95.65
600269,赣粤高速,95.65
600987,航民股份,95.65
000028,国药一致,76.81
000088,盐 田 港,76.81
000895,双汇发展,76.81
000950,重药控股,76.81
001238,浙江正特,76.81
001332,锡装股份,76.81
300125,*ST聆达,76.81
301288,清研环境,76.81
600035,楚天高速,76.81
600333,长春燃气,76.81
600373,中文传媒,76.81
600630,龙头股份,76.81
600749,西藏旅游,76.81
600905,三峡能源,76.81
601006,大秦铁路,76.81
601118,海南橡胶,76.81
601288,农业银行,76.81
601366,利群股份,76.81
601658,邮储银行,76.81
601996,丰林集团,76.81
603165,荣晟环保,76.81
603180,金牌家居,76.81
603307,扬州金泉,76.81
603365,水星家纺,76.81
603558,健盛集团,76.81
000558,天府文旅,57.97
000615,*ST美谷,57.97
000900,现代投资,57.97
000910,大亚圣象,57.97
001378,德冠新材,57.97
002024,ST易购,57.97
002032,苏 泊 尔,57.97
002048,宁波华翔,57.97
002200,交投生态,57.97
002247,聚力文化,57.97
002275,桂林三金,57.97
