code,buy_date,sell_date,buy_price,sell_price,qty,return_pct,exit_reason
600039,2026-07-21,2026-07-22,8.378,8.771,100,4.69,take_partial
603580,2026-07-21,2026-07-22,36.344,39.908,100,9.81,take_partial_final
600153,2026-07-21,2026-07-22,8.609,8.621,700,0.15,trend_break
600039,2026-07-21,2026-07-23,8.378,9.051,300,8.03,take_partial_final
002223,2026-07-21,2026-07-27,27.277,26.064,100,-4.45,stop_hard
603766,2026-07-21,2026-07-28,13.513,14.196,100,5.05,take_partial
601009,2026-07-21,2026-07-28,11.261,11.379,200,1.04,take_band
603766,2026-07-21,2026-07-29,13.513,14.495,100,7.27,take_partial_final
600901,2026-07-21,2026-08-03,6.557,6.434,600,-1.88,max_hold
600919,2026-07-21,2026-08-03,11.511,11.678,200,1.45,max_hold
600566,2026-07-21,2026-08-03,26.627,26.823,100,0.74,max_hold
