日期,板块,热度分,置信度,股票代码,股票名称,匹配线索
20251017,消费,2.4,观察,000921,海信家电,消费|白酒|食品饮料|家电
20251017,消费,2.4,观察,000978,桂林旅游,消费|白酒|食品饮料|家电
20251017,消费,2.4,观察,002059,云南旅游,消费|白酒|食品饮料|家电
20251017,消费,2.4,观察,002627,三峡旅游,消费|白酒|食品饮料|家电
20251017,消费,2.4,观察,002707,众信旅游,消费|白酒|食品饮料|家电
20251017,消费,2.4,观察,300859,西域旅游,消费|白酒|食品饮料|家电
20251017,消费,2.4,观察,600054,黄山旅游,消费|白酒|食品饮料|家电
20251017,消费,2.4,观察,600749,西藏旅游,消费|白酒|食品饮料|家电
20251017,消费,2.4,观察,603199,九华旅游,消费|白酒|食品饮料|家电
20251017,消费,2.4,观察,603402,陕西旅游,消费|白酒|食品饮料|家电
20251017,储能,2.3,观察,600995,南网储能,储能|便携式储能|工商业储能|抽水蓄能
20251017,军工,2.0,观察,002151,北斗星通,军工|国防|航空发动机|卫星
20251017,军工,2.0,观察,002648,卫星化学,军工|国防|航空发动机|卫星
20251017,军工,2.0,观察,600118,中国卫星,军工|国防|航空发动机|卫星
20251017,军工,2.0,观察,600150,中国船舶,军工|国防|航空发动机|卫星
20251017,军工,2.0,观察,601606,长城军工,军工|国防|航空发动机|卫星
20251017,军工,2.0,观察,688543,国科军工,军工|国防|航空发动机|卫星
20251017,机器人,1.4,观察,300024,机器人,机器人|人形机器人|工业机器人|减速器
20251017,电池,0.8999999999999999,观察,000049,德赛电池,电池
20251017,电池,0.8999999999999999,观察,605378,野马电池,电池
20251017,锂电,0.8999999999999999,观察,688353,华盛锂电,锂电|锂电池|固态电池|碳酸锂
20251017,锂电,0.8999999999999999,观察,920252,天宏锂电,锂电|锂电池|固态电池|碳酸锂
20251017,锂电,0.8999999999999999,观察,920523,德瑞锂电,锂电|锂电池|固态电池|碳酸锂
20251017,金融,0.1999999999999993,观察,000001,平安银行,券商|银行|保险|基金
20251017,金融,0.1999999999999993,观察,001227,兰州银行,券商|银行|保险|基金
20251017,金融,0.1999999999999993,观察,001236,弘业期货,券商|银行|保险|基金
20251017,金融,0.1999999999999993,观察,002142,宁波银行,券商|银行|保险|基金
20251017,金融,0.1999999999999993,观察,002807,江阴银行,券商|银行|保险|基金
20251017,金融,0.1999999999999993,观察,002936,郑州银行,券商|银行|保险|基金
20251017,金融,0.1999999999999993,观察,002948,青岛银行,券商|银行|保险|基金
20251017,金融,0.1999999999999993,观察,002961,瑞达期货,券商|银行|保险|基金
20251017,金融,0.1999999999999993,观察,002966,苏州银行,券商|银行|保险|基金
20251017,金融,0.1999999999999993,观察,600000,浦发银行,券商|银行|保险|基金
20251017,金融,0.1999999999999993,观察,600015,华夏银行,券商|银行|保险|基金
20251017,金融,0.1999999999999993,观察,600016,民生银行,券商|银行|保险|基金
20251017,金融,0.1999999999999993,观察,600036,招商银行,券商|银行|保险|基金
20251017,金融,0.1999999999999993,观察,600318,新力金融,券商|银行|保险|基金
20251017,金融,0.1999999999999993,观察,600816,建元信托,券商|银行|保险|基金
20251017,金融,0.1999999999999993,观察,600908,无锡银行,券商|银行|保险|基金
20251017,金融,0.1999999999999993,观察,600919,江苏银行,券商|银行|保险|基金
20251017,金融,0.1999999999999993,观察,600926,杭州银行,券商|银行|保险|基金
20251017,金融,0.1999999999999993,观察,600928,西安银行,券商|银行|保险|基金
20251017,金融,0.1999999999999993,观察,601009,南京银行,券商|银行|保险|基金
20251017,金融,0.1999999999999993,观察,601128,常熟银行,券商|银行|保险|基金
20251017,金融,0.1999999999999993,观察,601166,兴业银行,券商|银行|保险|基金
20251017,金融,0.1999999999999993,观察,601169,北京银行,券商|银行|保险|基金
20251017,金融,0.1999999999999993,观察,601187,厦门银行,券商|银行|保险|基金
20251017,金融,0.1999999999999993,观察,601229,上海银行,券商|银行|保险|基金
20251017,金融,0.1999999999999993,观察,601288,农业银行,券商|银行|保险|基金
20251017,金融,0.1999999999999993,观察,601328,交通银行,券商|银行|保险|基金
20251017,金融,0.1999999999999993,观察,601336,新华保险,券商|银行|保险|基金
20251017,金融,0.1999999999999993,观察,601398,工商银行,券商|银行|保险|基金
