板块,提及次数,正向词命中,负向词命中,中性词命中,宏观词命中,舆论分,热度分,较上一期热度变化
航空机场,2,0,0,0,0,0.0,4.0,NEW
金融,1,2,0,18,27,2.0,4.0,NEW
教育,1,2,0,18,27,2.0,4.0,NEW
电力,1,1,0,6,5,1.0,3.0,-1.0
核电,1,1,0,6,5,1.0,3.0,NEW
农业,1,1,0,2,1,1.0,3.0,+2.0
军工,1,0,0,0,0,0.0,2.0,NEW
