板块,提及次数,正向词命中,负向词命中,中性词命中,宏观词命中,舆论分,热度分,较上一期热度变化
消费,4,6,0,2,33,6.8,14.8,+3.8
军工,2,0,0,0,1,0.0,4.0,NEW
教育,1,0,0,16,7,0.0,2.0,-3.0
石油石化,1,0,0,7,9,0.0,2.0,+0.0
电力,1,0,0,7,9,0.0,2.0,+0.0
航空机场,1,0,0,0,1,0.0,2.0,NEW
金融,1,0,0,0,1,0.0,2.0,+0.0
通信,1,0,0,0,1,0.0,2.0,NEW
机器人,1,0,0,0,0,0.0,2.0,-10.8
