code,buy_date,sell_date,buy_price,sell_price,qty,return_pct,exit_reason
300663,2026-08-03,2026-08-04,10.05,10.539,100,4.87,take_partial
300192,2026-08-03,2026-08-04,12.212,13.127,100,7.49,take_partial
600188,2026-08-03,2026-08-04,19.96,18.941,200,-5.1,trend_break
600547,2026-08-03,2026-08-05,27.236,28.104,100,3.19,take_band
300192,2026-08-03,2026-08-05,12.212,13.457,100,10.19,take_partial_final
600521,2026-08-03,2026-08-07,16.817,17.532,100,4.26,take_partial
600521,2026-08-03,2026-08-07,16.817,17.532,200,4.26,take_band
600031,2026-08-03,2026-08-12,20.47,18.891,200,-7.72,trend_break
300663,2026-08-03,2026-08-13,10.05,9.311,400,-7.36,max_hold
600426,2026-08-03,2026-08-13,21.351,20.869,300,-2.26,max_hold
