股票代码,股票名称,综合分
600313,农发种业,74.08
601158,重庆水务,73.71
601216,君正集团,72.84
600256,广汇能源,72.46
603987,康德莱,72.17
002254,泰和新材,71.88
600017,日照港,70.86
600354,敦煌种业,70.59
000721,西安饮食,70.2
000610,*ST西旅,69.98
000999,华润三九,69.96
601866,中远海发,69.91
600500,中化国际,69.89
605218,伟时电子,69.49
600359,新农开发,69.34
600108,亚盛集团,69.28
002198,ST嘉应,69.28
600540,新赛股份,69.04
603120,肯特催化,69.0
002007,华兰生物,69.0
002650,ST加加,68.67
600642,申能股份,68.41
002969,嘉美包装,68.23
601005,重庆钢铁,68.19
000950,重药控股,68.16
000544,中原环保,68.11
300534,陇神戎发,68.06
605336,*ST帅电,67.99
000921,海信家电,67.63
300303,聚飞光电,67.55
001338,永顺泰,67.48
000953,中哲精化,67.47
600714,金瑞矿业,67.45
603051,鹿山新材,67.1
600428,中远海特,66.87
600456,宝钛股份,66.69
600886,国投电力,66.67
603520,司太立,66.61
600828,茂业商业,66.56
600971,恒源煤电,66.54
