股票代码,股票名称,综合分
605081,,100.0
600193,,100.0
600608,,100.0
603409,汇通控股,100.0
600592,龙溪股份,100.0
300128,锦富技术,98.01
600536,中国软件,95.47
002514,*ST宝馨,84.05
000678,襄阳轴承,81.87
300809,华辰装备,76.25
002015,协鑫能科,75.97
301198,喜悦智行,75.22
301325,曼恩斯特,75.17
300943,春晖智控,73.65
002243,力合科创,72.66
300241,瑞丰光电,72.16
600084,*ST尼雅,72.1
603922,ST金鸿顺,71.38
600703,三安光电,71.29
002848,高斯贝尔,69.72
000980,众泰汽车,68.84
688499,利元亨,67.98
603063,禾望电气,67.86
603459,红板科技,67.03
300056,中创环保,66.83
600683,京投发展,66.62
300137,先河环保,66.49
001317,三羊马,66.15
000727,冠捷科技,65.7
605011,杭州热电,65.32
002207,*ST准油,65.15
300473,德尔股份,64.56
001258,立新能源,64.32
301609,山大电力,63.55
003033,征和工业,63.35
600482,中国动力,63.23
600580,卧龙电驱,62.65
002230,科大讯飞,62.47
300752,隆利科技,62.21
601231,环旭电子,61.99
