num_trades,initial_capital,ending_total,total_return,max_drawdown,win_rate,avg_return,avg_win,avg_loss,profit_factor,sharpe,strategies,signal_mode,date,run_date,signal_start,signal_end,hold_days,exit_mode,size_mode,vol_mode,dd_breaker_dd,dd_breaker_extra_cash,capital_scale,cash_pct,signals_days,codes_count,start,end,bench_return,bench_return_exposed,excess_return
17,100000.0,103978.68,3.98,-1.15,70.6,6.93,10.44,-1.48,16.92,1.29,"boll,cctv,theme",forward,20260501,20260912,2026-05-01,2026-05-01,12,boll_upper_take+take6%+trailing5%+MA60break,adaptive_weight(权重),scaled_stop+pos0.88,1.68,0,0.88,12,1,14,2026-05-01,2026-05-13,3.97,3.5,0.48
