股票代码,股票名称,建议买入价,动量分,20日收益%,60日收益%,MA20斜率%,距20日高点%
300996,普联软件,15.52,29.3,43.7,20.03,2.68,0.0
002832,比音勒芬,25.8,23.8,20.56,28.94,6.31,-4.09
300138,晨光生物,11.92,20.25,26.94,7.19,7.71,-1.08
002612,朗姿股份,15.6,20.21,34.14,4.07,1.11,-0.26
000948,南天信息,15.38,19.31,29.14,0.52,8.33,-3.33
002258,利尔化学,16.18,17.95,16.99,32.84,4.35,0.0
601728,中国电信,6.49,16.0,19.74,7.26,3.1,-0.15
600000,浦发银行,9.71,15.79,16.85,11.87,1.65,-0.1
600199,金种子酒,8.08,15.35,24.31,0.37,1.73,-2.3
