股票代码,股票名称,综合分
300010,ST豆神,100.0
300076,*ST宁视,100.0
002223,鱼跃医疗,100.0
000915,华特达因,100.0
300314,戴维医疗,100.0
603277,银都股份,100.0
300068,ST南都,98.91
002614,奥佳华,98.56
300514,友讯达,98.48
300123,ST亚光,97.96
601107,四川成渝,97.29
600704,物产中大,96.32
603569,长久物流,96.18
600620,天宸股份,96.03
300452,山河药辅,95.87
002523,天桥起重,95.53
000581,威孚高科,95.24
600039,四川路桥,95.08
605577,龙版传媒,94.94
000655,金岭矿业,94.8
605339,南侨食品,94.76
002373,千方科技,94.43
600273,嘉化能源,94.04
603313,梦百合,93.78
603282,亚光股份,93.74
300882,万胜智能,93.64
300787,海能实业,93.3
601956,东贝集团,93.06
000931,中 关 村,93.01
001277,速达股份,92.76
600866,星湖科技,92.51
000932,华菱钢铁,92.43
000726,鲁  泰Ａ,92.23
600298,安琪酵母,92.19
600782,新钢股份,92.19
003003,天元股份,91.96
603566,普莱柯,91.54
300195,长荣股份,91.21
002732,燕塘乳业,91.17
002198,ST嘉应,90.95
