股票代码,股票名称,命中策略数,来源策略,综合评分,权重,建议买入价,建议仓位%,建议金额,最新价,止损价(下轨),止盈价(上轨),MA20,stop_pct,因子分
600023,浙能电力,3,Skew60/VRatio20_120/Vol20,96.7,40.0,5.08,5.0,5080.0,5.08,4.816354105833676,5.039645894166324,4.928,0.04,15.0
600029,南方航空,3,VRatio20_120/DistLo60/Vol20,83.3,40.0,4.87,5.0,5357.0,4.87,4.917562162498293,5.089437837501706,5.0035,0.04,11.8
601669,中国电建,3,VRatio20_120/DistLo60/Vol20,80.1,40.0,4.53,5.0,5436.0,4.53,4.569555135382634,4.6854448646173665,4.6275,0.04,10.9
300185,通裕重工,2,VRatio20_120/Vol20,76.5,40.0,2.82,5.0,5076.0,2.82,2.6481808163546092,2.8058191836453905,2.727,0.04,15.0
000591,太阳能,2,VRatio20_120/Vol20,74.9,40.0,4.35,5.0,5220.0,4.35,4.216968452196121,4.385031547803879,4.301,0.04,15.0
601298,青岛港,1,Vol20,74.8,40.0,9.58,5.0,5748.0,9.58,8.822295918764537,9.58270408123546,9.202499999999999,0.04,15.0
601985,中国核电,1,Vol20,72.5,40.0,9.02,5.0,5412.0,9.02,8.723228546044009,9.133771453955994,8.928500000000001,0.04,15.0
600941,中国移动,1,Vol20,72.3,40.0,97.79,5.0,9779.0,97.79,96.17529274391042,100.40270725608961,98.28900000000002,0.04,15.0
600900,长江电力,1,Vol20,71.8,40.0,28.5,5.0,5700.0,28.5,27.836317359863745,28.64368264013625,28.24,0.04,15.0
600905,三峡能源,1,Vol20,68.6,40.0,3.68,4.8,4784.0,3.68,3.660309624988929,3.730690375011072,3.6955000000000005,0.04,13.3
601186,中国铁建,1,Vol20,65.2,40.0,6.02,4.4,4816.0,6.02,6.000446783481344,6.151553216518657,6.0760000000000005,0.04,15.0
000538,云南白药,1,Vol20,65.2,40.0,50.74,4.4,5074.0,50.74,49.58217775626796,51.08782224373204,50.335,0.04,15.0
601868,中国能建,2,VRatio20_120/Vol20,63.2,40.0,2.42,4.1,4356.0,2.42,2.4465113915153536,2.5291286084846467,2.48782,0.04,10.0
000858,五 粮 液,1,Vol20,63.0,40.0,69.7,4.1,6970.0,69.7,69.9489160190776,72.38408398092243,71.16650000000001,0.04,12.8
600406,国电南瑞,1,Vol20,56.0,40.0,21.99,3.3,4398.0,21.99,22.108790971672388,23.488209028327613,22.7985,0.04,7.6
600930,华电新能,2,PVCorr60/Skew60,51.7,16.0,3.96,2.9,3168.0,3.96,3.885650000000119,3.984349999999881,3.935,0.04,7.8
603042,华脉科技,1,PVCorr60,45.1,16.0,15.6,2.2,3120.0,15.6,12.547917179676586,17.279082820323413,14.913499999999999,0.12,15.0
600566,济川药业,1,Skew60,41.2,13.6,25.6,1.8,2560.0,25.6,24.516038056572572,26.026961943427427,25.2715,0.0428,15.0
601997,贵阳银行,1,Skew60,37.9,13.6,5.62,1.6,1686.0,5.62,5.47750287101717,5.764497128982829,5.6209999999999996,0.0435,15.0
300998,宁波方正,1,Skew60,32.2,13.6,30.44,1.1,3044.0,30.44,25.153130044959106,32.3568699550409,28.755000000000003,0.0959,15.0
002263,大东南,1,Skew60,32.2,13.6,3.2,1.1,1280.0,3.2,2.96024857535952,3.3117514246404802,3.136,0.04,15.0
000895,双汇发展,1,PVCorr60,28.7,16.0,23.4,0.8,2340.0,23.4,23.20273794668349,25.411262053316513,24.307000000000002,0.04,8.5
600509,天富能源,2,PVCorr60/VRatio20_120,27.6,16.0,7.21,0.8,1442.0,7.21,7.242166616789611,7.5818333832103875,7.411999999999999,0.04,4.1
300590,移为通信,1,Skew60,26.0,13.6,11.22,0.7,1122.0,11.22,10.796357491980018,11.46364250801998,11.129999999999999,0.04,4.6
600310,广西能源,1,VRatio20_120,25.2,0.0,4.72,0.6,944.0,4.72,3.9932538846248034,4.842746115375197,4.418,0.04,15.0
300750,宁德时代,3,PVCorr20/PVCorr60/DistLo60,24.8,16.0,316.36,0.6,31636.0,316.36,321.5178541901553,394.8101458098447,358.164,0.0487,-5.4
002161,远 望 谷,1,DistLo10,24.7,0.0,6.52,0.6,652.0,6.52,5.610604653359147,7.702395346640852,6.656499999999999,0.1188,15.0
600183,生益科技,1,CVAmt60,24.4,0.0,150.25,0.6,15025.0,150.25,125.82436830110066,155.5956316988993,140.70999999999998,0.0976,15.0
600982,宁波能源,1,VRatio20_120,24.3,0.0,5.24,0.6,1048.0,5.24,4.6820351529446445,5.1659648470553545,4.9239999999999995,0.04,15.0
600919,江苏银行,1,CVAmt60,24.1,0.0,12.35,0.5,1235.0,12.35,11.892292855714604,12.535707144285393,12.213999999999999,0.04,15.0
600979,广安爱众,1,VRatio20_120,23.9,0.0,4.1,0.5,820.0,4.1,3.824724006670266,4.127275993329734,3.976,0.04,15.0
