code,buy_date,sell_date,buy_price,sell_price,qty,return_pct,exit_reason
600396,2026-05-11,2026-05-12,12.683,15.035,100,18.55,take_partial
600330,2026-05-11,2026-05-12,30.03,32.627,100,8.65,take_partial
002655,2026-05-11,2026-05-12,41.011,34.824,100,-15.08,stop_hard
002580,2026-05-11,2026-05-12,32.983,34.066,100,3.28,take_band
600396,2026-05-11,2026-05-12,12.683,15.035,400,18.55,take_pct
600330,2026-05-11,2026-05-12,30.03,32.627,100,8.65,take_pct
603738,2026-05-11,2026-05-12,50.681,54.186,100,6.92,take_partial_final
002315,2026-05-11,2026-05-12,32.242,30.819,200,-4.41,trend_break
600452,2026-05-11,2026-05-14,12.132,13.147,200,8.36,take_partial
600105,2026-05-11,2026-05-14,50.621,53.926,100,6.53,take_partial_final
600452,2026-05-11,2026-05-14,12.132,13.147,500,8.36,take_pct
600101,2026-05-11,2026-05-15,10.0,9.88,800,-1.2,trend_break
603031,2026-05-11,2026-05-18,50.05,54.835,100,9.56,take_partial_final
600292,2026-05-11,2026-05-20,16.146,14.436,500,-10.59,trend_break
600166,2026-05-11,2026-05-21,3.604,3.097,2300,-14.06,trend_break
001298,2026-05-11,2026-05-25,24.024,23.526,200,-2.07,max_hold
000921,2026-05-11,2026-05-25,23.463,23.776,400,1.33,max_hold
