股票代码,股票名称,命中策略数,来源策略,综合评分,权重,建议买入价,建议仓位%,建议金额,最新价,止损价(下轨),止盈价(上轨),MA20,stop_pct,因子分
603093,南华期货,2,Theme/CCTV,65.8,14.8,3.7141918917213808,5.0,5200.0,3.7141918917213808,2.9392835798395405,4.024476481555024,3.4818800306972824,0.0977,10.5
601939,建设银行,2,Theme/CCTV,49.7,14.8,8.96,5.0,5376.0,8.96,8.423138952508674,8.958861047491324,8.690999999999999,0.04,-0.2
600919,江苏银行,2,Theme/CCTV,48.9,14.8,10.53,5.0,5265.0,10.53,10.07898475804882,10.434015241951178,10.256499999999999,0.04,-0.4
600256,广汇能源,1,Theme,48.0,14.8,7.42,5.0,5194.0,7.42,4.982564084071687,7.473435915928312,6.228,0.1136,15.0
603393,新天然气,1,CCTV,45.8,14.8,42.14,5.0,8428.0,42.14,26.926045556090166,43.338954443909834,35.1325,0.1061,15.0
600603,广汇物流,1,CCTV,45.3,14.8,8.05,5.0,5635.0,8.05,6.521582935961347,7.793417064038654,7.157500000000001,0.0593,15.0
002019,亿帆医药,1,CCTV,45.1,14.8,14.31,5.0,5724.0,14.31,11.63993228432188,14.014067715678124,12.827000000000002,0.0576,15.0
600216,浙江医药,1,CCTV,44.8,14.8,17.35,4.7,5205.0,17.35,15.01803887508707,17.565961124912924,16.291999999999998,0.0858,15.0
001337,四川黄金,1,CCTV,44.4,14.8,53.28,4.4,5328.0,53.28,44.44577246225406,59.364227537745926,51.904999999999994,0.1173,15.0
600301,华锡有色,1,CCTV,43.9,14.8,54.41930163560486,4.0,5442.0,54.41930163560486,44.16370521526194,66.49754964446053,55.33062742986124,0.12,15.0
601857,中国石油,1,CCTV,43.7,14.8,11.72,3.8,4688.0,11.72,9.897575946824103,12.777424053175897,11.3375,0.1108,15.0
600219,南山铝业,1,Boll,43.2,14.8,6.46,3.4,3876.0,7.18,6.466905642547791,7.533094357452209,7.0,0.0753,15.0
601600,中国铝业,1,Boll,42.9,14.8,12.69,3.2,3807.0,14.08,12.693377818967797,14.701622181032203,13.6975,0.0778,15.0
600988,赤峰黄金,1,CCTV,42.7,14.8,40.57,3.0,4057.0,40.57,36.185425524158525,42.82457447584148,39.505,0.0835,15.0
601997,贵阳银行,2,Theme/CCTV,36.6,14.8,5.6,0.0,560.0,5.6,5.422427456006805,5.6235725439931965,5.523000000000001,0.04,-9.9
