股票代码,股票名称,建议买入价,动量分,20日收益%,60日收益%,MA20斜率%,距20日高点%
300996,普联软件,20.68,65.58,90.07,60.31,31.54,-1.19
688046,药康生物,39.52,59.38,60.52,88.46,22.12,-3.14
