股票代码,股票名称,最新价,建议买入价,最新换手率%,近5日换手均值%,最新成交额,成交额放大倍数,5日涨跌幅%,20日涨跌幅%,距20日高点比,题材命中数,题材标签,综合分
sh.603402,陕西旅游,13.19,12.58,2.23,3.44,543326330.0,0.89,8.62,10.03,0.988,1,消费,45.9
sh.600054,黄山旅游,12.28,11.94,3.93,3.54,247277471.0,1.27,1.72,5.52,1.0,1,消费,41.91
sh.600196,复星医药,29.67,28.3,2.5,3.37,1580769688.0,0.86,4.68,14.49,0.975,0,,31.95
sh.603238,诺邦股份,8.46,8.46,3.52,5.63,636345204.0,0.57,-7.99,9.94,0.92,0,,18.48
sh.600577,精达股份,8.46,8.46,3.52,5.63,636345204.0,0.57,-7.99,9.94,0.92,0,,18.48
sh.601600,中国铝业,7.59,7.59,1.87,2.33,1860810831.0,0.74,-1.66,2.12,0.941,0,,15.3
