股票代码,股票名称,建议买入价
600521,华海药业,15.22
600219,南山铝业,6.21
600031,三一重工,21.7
600900,长江电力,24.9
600223,福瑞达,7.21
002327,富安娜,6.44
002746,仙坛股份,6.04
601857,中国石油,9.94
600196,复星医药,25.61
002020,京新药业,15.77
