code,buy_date,sell_date,buy_price,sell_price,qty,return_pct,exit_reason
300290,2026-08-05,2026-08-06,5.956,6.633,100,11.37,take_partial
002342,2026-08-05,2026-08-06,7.908,8.222,100,3.97,take_partial
300290,2026-08-05,2026-08-06,5.956,6.633,200,11.37,take_pct
002695,2026-08-05,2026-08-06,10.23,10.09,200,-1.37,trend_break
300478,2026-08-05,2026-08-06,26.547,28.282,100,6.54,take_partial_final
600930,2026-08-05,2026-08-06,4.334,4.206,1000,-2.97,trend_break
002342,2026-08-05,2026-08-06,7.908,8.222,400,3.97,trend_break
300137,2026-08-05,2026-08-06,11.602,12.048,400,3.85,trend_break
603580,2026-08-05,2026-08-10,53.772,59.069,100,9.85,take_partial_final
600901,2026-08-05,2026-08-12,6.276,6.543,100,4.26,take_partial
603766,2026-08-05,2026-08-12,14.344,13.387,100,-6.67,stop_hard
600901,2026-08-05,2026-08-13,6.276,6.543,200,4.26,take_partial_final
600598,2026-08-05,2026-08-14,12.272,11.755,100,-4.22,stop_hard
