股票代码,股票名称,综合分
300290,ST荣科,100.0
688096,京源环保,100.0
001335,信凯科技,87.23
000766,通化金马,77.51
603458,勘设股份,75.16
688390,固德威,72.7
002733,雄韬股份,71.77
002522,浙江众成,71.2
300274,阳光电源,65.85
300394,天孚通信,65.29
605336,*ST帅电,65.25
688668,鼎通科技,64.43
300265,通光线缆,63.73
688205,德科立,63.39
300087,ST荃银,62.54
300763,锦浪科技,61.81
600162,香江控股,60.29
300292,吴通控股,60.1
300863,卡倍亿,59.84
603063,禾望电气,59.48
600207,安彩高科,57.49
688195,腾景科技,56.76
300657,弘信电子,56.33
605566,福莱蒽特,56.18
300913,兆龙互连,55.64
600726,华电能源,55.09
300827,上能电气,54.87
603500,祥和实业,53.18
688027,国盾量子,52.6
002815,崇达技术,52.59
688717,艾罗能源,52.36
605258,协和电子,51.29
001332,锡装股份,51.21
301387,光大同创,50.63
688807,优迅股份,50.27
688005,容百科技,49.65
300825,阿尔特,49.27
688655,迅捷兴,48.9
300252,金信诺,48.86
300410,正业科技,48.25
