date,open,high,low,close,volume,amount
2019-07-26,6.2969183515121685,7.55344627653047,6.2969183515121685,7.55344627653047,86334.0,911477.75
2019-07-29,8.310218776825582,8.310218776825582,8.310218776825582,8.310218776825582,39145.0,455647.8125
2019-07-30,9.138384909224008,9.138384909224008,9.138384909224008,9.138384909224008,47900.0,613120.0
2019-07-31,10.05222340014641,10.05222340014641,10.05222340014641,10.05222340014641,116651.0,1642446.125
2019-08-01,11.058873612803117,11.058873612803117,11.058873612803117,11.058873612803117,251160.0,3890468.5
2019-08-02,12.16547491040446,12.16547491040446,12.16547491040446,12.16547491040446,656670.0,11189657.0
2019-08-05,13.379166656160773,13.379166656160773,13.379166656160773,13.379166656160773,742059.0,13906186.0
2019-08-06,14.71422757649272,14.71422757649272,14.71422757649272,14.71422757649272,8691299.0,179127680.0
2019-08-07,15.84938632693539,16.18493639782096,15.628066067415121,16.18493639782096,24749612.0,555931072.0
2019-08-08,15.706599062728765,17.805571846566156,14.564300949075763,16.342002388448247,38296128.0,848939712.0
2019-08-09,16.456232199813545,17.6342271295182,15.720877789149426,16.456232199813545,32979792.0,764311552.0
2019-08-12,16.334863025237915,16.848897176381765,15.363909628632864,16.670413096123486,25831638.0,587001920.0
2019-08-13,16.463371563023877,16.53476519512719,15.56381179852214,15.813689510883732,22575196.0,507776224.0
2019-08-14,16.20635448745195,16.20635448745195,15.114031916271271,15.356770265422535,21156056.0,463724864.0
2019-08-15,14.678530760441063,15.84938632693539,14.335841326345163,15.63520543062545,20680512.0,432933504.0
2019-08-16,15.292515996529552,16.049288496824666,15.05691701058862,15.328212812581206,20948428.0,454736192.0
2019-08-19,15.28537663331922,15.63520543062545,14.7784818453857,15.363909628632864,18351754.0,392021024.0
2019-08-20,15.428163897525845,16.349141751658575,14.857014840699344,16.349141751658575,27996868.0,613561792.0
2019-08-21,15.863665053356051,16.035009770404002,14.721366939703051,14.749924392544376,24920240.0,542115840.0
2019-08-22,14.285865783872845,14.628555217968744,13.671880547784355,13.707577363836013,20253296.0,397504448.0
2019-08-23,13.6361837317327,13.857503991252969,13.18640384948183,13.243518755164482,13337446.0,252045392.0
2019-08-26,12.843714415385929,13.443420925053754,12.765181420072286,13.329191113688458,10171115.0,186118496.0
2019-08-27,13.45769965147442,13.471978377895082,13.250658118374812,13.272076208005807,9104007.0,170217648.0
2019-08-28,13.143567670219843,13.68615927420502,12.993641042802887,13.514814557157068,9909295.0,186948848.0
2019-08-29,13.493396467526074,13.536232646788063,13.072174038116529,13.150707033430177,8636207.0,159620240.0
2019-08-30,13.18640384948183,13.479117741105412,13.007919769223548,13.0650346749062,8644609.0,159643824.0
2019-09-02,12.850853778596262,13.30063366084713,12.715205877599967,13.214961302323157,8384854.0,152349168.0
2019-09-03,13.200682575902492,13.550511373208725,13.079313401326862,13.471978377895082,9604529.0,179242816.0
2019-09-04,13.4077241090021,13.800389085570318,13.357748566529782,13.671880547784355,11006427.0,209943488.0
2019-09-05,13.621905005312037,13.936036986566613,13.493396467526074,13.507675193946739,12208674.0,233886160.0
2019-09-06,13.464839014684749,13.600486915681044,13.207821939112824,13.243518755164482,8566517.0,160345360.0
