date,open,high,low,close,volume,amount
2026-02-24,24.63,25.04,23.99,24.81,10350006.0,255872212.0
2026-02-25,24.79,26.11,24.46,25.47,9555264.0,244557967.0
2026-02-26,25.47,26.38,25.04,26.05,8857518.0,230227344.0
2026-02-27,26.1,26.1,25.35,25.69,5657818.0,145791007.0
2026-03-02,25.24,27.34,25.15,26.82,13388866.0,359057961.0
2026-03-03,26.75,27.14,26.05,26.29,8731346.0,232041073.0
2026-03-04,26.24,27.11,25.79,26.49,7532864.0,201653827.0
2026-03-05,27.15,28.31,26.89,27.43,11472790.0,317880503.0
2026-03-06,27.24,28.7,26.85,28.38,8842727.0,248373099.0
2026-03-09,27.84,28.33,26.51,27.59,11325067.0,310685622.0
2026-03-10,27.94,29.83,27.94,28.1,14261519.0,413403149.0
2026-03-11,28.1,28.68,27.62,28.09,8270407.0,233221647.0
2026-03-12,27.98,28.28,27.12,27.29,7297823.0,201818319.0
2026-03-13,27.29,27.56,26.31,26.82,8722500.0,235185071.0
2026-03-16,26.55,26.86,25.65,26.05,10808195.0,283802028.0
2026-03-17,25.94,26.2,25.04,25.09,7578019.0,194361458.0
2026-03-18,25.28,26.16,24.96,25.82,5536013.0,142027772.0
2026-03-19,25.46,25.61,25.03,25.39,4276506.0,108734617.0
2026-03-20,25.39,25.91,24.53,24.53,4528576.0,114672684.0
2026-03-23,24.09,24.09,22.48,23.05,7999970.0,185775700.0
2026-03-24,23.37,23.8,22.9,23.74,4857661.0,114661401.0
2026-03-25,23.85,24.94,23.85,24.13,5638793.0,138341303.0
2026-03-26,23.86,24.74,23.86,23.95,4146928.0,101110114.0
2026-03-27,23.71,24.64,23.43,24.32,3801400.0,92619165.0
2026-03-30,23.98,26.02,23.83,25.83,9914289.0,250820786.0
2026-03-31,25.9,26.38,25.55,26.28,7024041.0,183830952.0
2026-04-01,26.51,27.6,25.98,27.13,10149015.0,277055128.0
2026-04-02,26.94,27.04,26.35,26.63,4584308.0,122763031.0
2026-04-03,26.84,27.47,26.74,26.92,5224162.0,141883236.0
2026-04-07,26.92,27.32,26.44,26.53,3550237.0,95383192.0
2026-04-08,26.72,28.04,26.72,28.02,9702554.0,268375902.0
2026-04-09,27.69,29.78,27.5,29.48,10775092.0,315409286.0
2026-04-10,29.43,30.87,29.33,30.42,9489636.0,289618556.0
2026-04-13,30.12,31.32,29.55,31.14,9441689.0,290516025.0
2026-04-14,31.17,31.44,30.45,30.83,6087463.0,188333573.0
2026-04-15,31.13,31.91,30.62,30.87,7870840.0,247237045.0
2026-04-16,30.87,31.3,30.52,30.95,6192123.0,192393592.0
2026-04-17,31.12,31.99,30.7,31.46,5061763.0,160391972.0
2026-04-20,31.36,32.28,31.16,31.53,5762800.0,183540976.0
2026-04-21,31.22,32.01,31.16,31.71,4138389.0,131966083.0
2026-04-22,31.71,32.61,30.85,31.89,6537702.0,207927651.0
2026-04-23,32.16,32.92,31.67,31.84,8423229.0,272557977.0
2026-04-24,30.82,33.31,30.62,33.21,13300899.0,434779505.0
2026-04-27,33.18,33.41,31.27,32.4,10044089.0,325511050.0
2026-04-28,32.08,33.5,31.88,32.28,7213961.0,236118432.0
2026-04-29,32.14,32.99,32.01,32.61,5459200.0,179166889.0
2026-04-30,32.61,33.64,32.37,33.36,6206864.0,206295696.0
2026-05-06,33.36,34.25,32.61,34.03,11370737.0,382894038.0
2026-05-07,34.2,35.64,33.68,35.14,9424494.0,331487695.0
2026-05-08,35.19,36.66,34.49,34.98,12616167.0,450248372.0
2026-05-11,34.96,34.96,33.48,34.0,12384965.0,424693937.0
2026-05-12,33.99,34.06,32.68,33.31,9465622.0,316142849.0
2026-05-13,33.15,34.67,32.75,33.76,13778174.0,464818484.0
2026-05-14,33.74,34.49,32.66,33.51,10333062.0,349134141.0
2026-05-15,33.51,33.82,32.91,33.59,8060902.0,271042262.0
2026-05-18,33.33,35.96,33.04,35.8,14429169.0,498890781.0
2026-05-19,35.44,37.34,34.8,36.55,19640073.0,719610251.0
2026-05-20,36.34,36.35,34.2,35.76,13349492.0,469685584.0
2026-05-21,35.93,37.28,32.91,33.36,16904553.0,597418070.0
2026-05-22,33.52,34.12,32.93,33.62,11305581.0,381293974.0
2026-05-25,33.73,34.89,33.22,33.93,12133910.0,418119139.0
2026-05-26,33.81,35.24,33.4,34.3,11053988.0,378959310.0
2026-05-27,34.29,34.75,32.66,32.93,10846099.0,362331771.0
2026-05-28,32.66,33.17,32.22,32.6,8755820.0,285888088.0
2026-05-29,32.93,33.15,31.05,31.33,6555786.0,208737275.0
2026-06-01,31.37,33.0,30.9,32.65,8335803.0,267899784.0
2026-06-02,32.5,35.1,32.5,34.93,14484509.0,495344657.0
2026-06-03,34.56,35.12,34.0,34.6,11413531.0,394759706.0
2026-06-04,34.35,35.16,33.6,34.76,8264809.0,283230301.0
2026-06-05,34.66,35.06,33.86,34.66,8763253.0,301733750.0
2026-06-08,33.85,34.92,33.08,33.83,8386166.0,286927040.0
2026-06-09,34.51,35.49,33.83,35.37,11419672.0,398768872.0
2026-06-10,35.0,36.31,34.66,35.85,12761666.0,457768506.0
2026-06-11,35.11,37.23,34.7,36.96,12044740.0,430434324.0
2026-06-12,37.0,39.91,36.2,37.6,19770197.0,749123325.0
2026-06-15,37.34,40.77,37.15,40.42,25354256.0,1002919311.0
2026-06-16,39.45,41.57,39.44,39.57,19872698.0,801182151.0
2026-06-17,38.52,41.32,36.2,40.71,21367204.0,845080488.0
2026-06-18,40.6,43.28,40.3,42.6,17925592.0,757223387.0
