股票代码,股票名称,最新价,最新换手率%,近5日换手均值%,最新成交额,成交额放大倍数,5日涨跌幅%,20日涨跌幅%,距20日高点比,题材命中数,题材标签,综合分
sh.603767,中马传动,20.35,5.74,3.72,355359369.0,2.86,8.65,9.47,1.0,1,机器人,64.42
sh.600203,福日电子,12.88,8.63,5.59,650343121.0,1.94,7.15,18.27,1.0,1,军工,64.11
sh.600353,旭光电子,17.77,4.91,4.6,723848098.0,1.16,5.59,27.11,0.989,1,军工,53.72
sh.605277,新亚电子,20.91,1.76,1.3,3092040004.0,1.98,7.12,4.19,1.0,1,军工,52.26
sh.600563,法拉电子,25.17,5.98,4.57,4936836013.0,1.07,6.56,19.57,0.986,1,军工,51.89
sh.600578,京能电力,29.66,4.6,3.61,2279775125.0,1.91,6.61,17.75,1.0,0,,49.61
sh.601101,昊华能源,11.79,5.07,4.91,839266389.0,1.58,20.55,37.73,1.0,0,,47.4
sh.603698,航天工程,17.05,1.93,6.24,206556100.0,0.24,5.9,34.46,1.0,1,军工,46.66
sh.600699,均胜电子,29.73,4.96,3.79,1962050375.0,0.97,2.94,17.84,1.0,1,军工,45.95
sh.600151,航天机电,15.18,5.89,4.32,1282184833.0,1.04,2.92,15.88,0.99,1,军工,45.69
sh.603233,大参林,24.0,2.54,1.12,1289408577.0,2.85,4.08,5.36,1.0,0,,44.21
sh.601098,中南传媒,11.53,1.5,0.82,311779790.0,2.93,4.82,3.59,1.0,0,,43.78
sh.601918,新集能源,8.8,3.49,3.18,795139415.0,1.46,8.51,15.79,0.978,0,,43.06
sh.600776,东方通信,17.04,3.98,4.05,646525027.0,0.83,3.59,14.52,0.985,1,算力,42.47
sh.603305,旭升集团,27.39,2.54,1.66,1315945321.0,2.04,4.54,8.0,1.0,0,,41.78
sh.603162,海通发展,16.36,6.72,6.64,300670793.0,0.98,12.36,19.33,1.0,0,,41.41
sh.601001,晋控煤业,19.32,1.38,1.48,439088811.0,1.21,7.69,16.6,0.999,0,,40.19
sh.603002,宏昌电子,13.93,6.69,8.18,1068429606.0,0.77,-3.2,43.46,0.919,1,军工,40.01
sh.600501,航天晨光,23.79,2.23,1.9,227903201.0,1.15,4.2,8.04,0.973,1,军工,39.91
sh.601699,潞安环能,16.37,1.61,1.54,774345200.0,1.43,13.29,19.58,1.0,0,,39.21
sh.603890,春秋电子,18.95,5.58,7.53,473670777.0,0.5,0.05,38.22,0.942,1,军工,38.65
sh.601898,中煤能源,17.1,2.08,1.41,146142184.0,1.59,4.33,12.57,1.0,0,,38.44
sh.601038,一拖股份,13.89,1.35,1.32,137765364.0,1.34,7.18,9.72,1.0,0,,38.03
sh.600188,兖矿能源,22.89,0.99,1.12,1333253757.0,0.98,10.69,18.23,0.988,0,,37.34
sh.603967,中创物流,14.24,2.84,3.21,137962546.0,1.3,-3.33,6.83,0.967,1,跨境出海,36.59
sh.600177,雅戈尔,7.89,1.04,0.79,375850074.0,1.89,4.09,2.87,1.0,0,,36.3
sh.601216,君正集团,5.67,1.22,1.2,579496739.0,1.35,6.38,6.58,1.0,0,,35.71
sh.600971,恒源煤电,8.38,1.88,1.99,188090406.0,1.11,4.88,13.86,1.0,0,,35.36
sh.603816,顾家家居,9.36,3.48,2.34,1618889761.0,1.26,2.41,19.54,0.983,0,,35.23
sh.600282,南钢股份,18.76,2.24,2.41,239647188.0,1.32,5.45,10.35,0.975,0,,34.81
