板块,提及次数,正向词命中,负向词命中,中性词命中,宏观词命中,舆论分,热度分,较上一期热度变化
军工,2,1,1,1,0,-0.3,3.7,+0.6
医药医疗,2,3,0,4,16,-1.4,2.6,+3.5
低空经济,3,7,1,15,46,-7.7,-1.7000000000000002,-3.5
人工智能,1,3,0,11,38,-7.9,-5.9,NEW
