板块,提及次数,正向词命中,负向词命中,中性词命中,宏观词命中,舆论分,热度分,较上一期热度变化
军工,2,0,0,1,3,-0.8999999999999999,3.1,N/A
低空经济,1,0,0,0,1,-0.2,1.8,N/A
医药医疗,1,6,0,19,16,-2.9,-0.8999999999999999,N/A
跨境出海,1,6,0,19,16,-2.9,-0.8999999999999999,N/A
