信号日期,配比来源,市场状态,配比原因,boll权重(%),theme权重(%),relativity权重(%),cctv权重(%),cash权重(%),boll净收益率(%),theme净收益率(%),relativity净收益率(%),cctv净收益率(%),组合净收益率(%),组合资金(元),组合回撤(%)
20260401,市场自动配比,震荡轮动,"上证5日0.43%, 上证20日-3.28%, 波动20日1.22%, 沪深300 20日-1.66%",40.0,25.0,20.0,10.0,5.0,0.0,-3.947,0.0,0.0,-0.987,99013.15,0.0
20260403,市场自动配比,下行防御,"上证5日-0.86%, 上证20日-5.92%, 波动20日1.22%, 沪深300 20日-4.71%",25.0,5.0,10.0,0.0,60.0,0.0,4.344,0.0,0.0,0.217,99228.19,0.0
20260407,市场自动配比,下行防御,"上证5日-0.84%, 上证20日-5.04%, 波动20日1.22%, 沪深300 20日-3.79%",25.0,5.0,10.0,0.0,60.0,0.0,0.627,0.0,0.0,0.031,99259.28,0.0
20260408,市场自动配比,震荡轮动,"上证5日2.65%, 上证20日-3.11%, 波动20日1.38%, 沪深300 20日-1.69%",40.0,25.0,20.0,10.0,5.0,0.0,-0.067,0.0,0.0,-0.017,99242.73,-0.017
20260409,市场自动配比,下行防御,"上证5日0.45%, 上证20日-4.05%, 波动20日1.38%, 沪深300 20日-2.94%",25.0,5.0,10.0,0.0,60.0,0.0,-1.577,0.0,0.0,-0.079,99164.5,-0.095
20260410,市场自动配比,震荡轮动,"上证5日1.71%, 上证20日-3.46%, 波动20日1.39%, 沪深300 20日-1.09%",40.0,25.0,20.0,10.0,5.0,0.0,3.455,0.0,0.0,0.864,100021.03,0.0
